courseLink,courseName,courseSubject,coursePrice,courseProvider,Purchase,Enquiry
https://www.reed.co.uk/courses/facilitation-skills-training/221197#/courses/writing?pageno=137,Facilitation Skills Training ,Teaching,21,Infinity Learning,2,0
https://www.reed.co.uk/courses/css-with-less-and-sass-online-training-course/255833#/courses/writing?pageno=53,CSS with LESS and SASS Online Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/become-an-seo-analyst/234054#/courses/writing?pageno=169,BECOME AN SEO ANALYST,Marketing_SEO,17.53,EduCBA,10,0
https://www.reed.co.uk/courses/customer-service-and-public-relations-diploma/266499#/courses/writing?pageno=181,Customer Service and Public Relations Diploma,Business_Customer service,19.99,UK Professional Development Academy LTD,0,0
https://www.reed.co.uk/courses/agile-project-management-step-by-step-scrum/190752#/courses/writing?pageno=152,Agile Project Management: Step by Step Scrum,IT_Project management,157,Skill Success,9,0
https://www.reed.co.uk/courses/the-ultimate-guide-to-financial-freedom-with-dividends-simpliv/258906#/courses/writing?pageno=179,The Ultimate Guide to Financial Freedom with Dividends - Simpliv,Finance_Financial planning,16.33,Simpliv LLC,1,0
https://www.reed.co.uk/courses/angular-fundamentals/266163#/courses/writing?pageno=105,Angular: Fundamentals,IT_Development_Web development,157,Skill Success,0,0
https://www.reed.co.uk/courses/microsoft-word-2011-for-mac--advanced/251258#/courses/writing?pageno=45,Microsoft Word 2011 for Mac – Advanced,Business_Microsoft Office_Microsoft Word,99,EduCBA,0,0
https://www.reed.co.uk/courses/70-741-networking-with-windows-server-2016/231487#/courses/writing?pageno=144,70-741 Networking with Windows Server 2016 ,IT_Networking,49,1 Training,0,0
https://www.reed.co.uk/courses/successful-press-releases/142492#/courses/writing?pageno=37,Successful Press Releases,HR,199,GoSkills,6,0
https://www.reed.co.uk/courses/diploma-in-learning-disability-awareness-level-3/244204#/courses/writing?pageno=184,Diploma in Learning Disability Awareness - Level 3,Health &amp; care_Nursing_Learning disability nursing,29,Global Edulink,4,0
https://www.reed.co.uk/courses/certificate-in-introduction-to-journaling-online-course/190558#/courses/writing?pageno=58,Certificate in Introduction to Journaling Online Course,Media studies_Journalism,299,Courses for Success,0,0
https://www.reed.co.uk/courses/non-fiction-articles-how-to-write-and-sell-them/75809#/courses/writing?pageno=15,NON-FICTION ARTICLES: HOW TO WRITE AND SELL THEM,Media studies,15,OfCourse,30,0
https://www.reed.co.uk/courses/certificate-in-acupressure-for-physical-mental-emotional-health/230530#/courses/writing?pageno=143,"Certificate in Acupressure for Physical, Mental &amp; Emotional Health",Health &amp; care_Alternative medicine_Acupressure,39,Study365,2,0
https://www.reed.co.uk/courses/certificate-in-introduction-to-c-programming-online-course/190541#/courses/writing?pageno=106,Certificate in Introduction to C# Programming Online Course,IT_Coding_C#,299,Courses for Success,0,0
https://www.reed.co.uk/courses/blogging-certificate-cpd-approved/191844#/courses/writing?pageno=50,Blogging Certificate - CPD approved ,Marketing_Blogging,12,Be-a.co.uk,155,0
https://www.reed.co.uk/courses/copywriting-for-not-for-profit/233504#/courses/writing?pageno=27,Copywriting for Not-for-Profit,Marketing,718.8,The IDM,0,0
https://www.reed.co.uk/courses/media-and-public-relations-online-course-cpd-accredited/209999#/courses/writing?pageno=83,Media and Public Relations - Online Course - CPD Accredited,Marketing,10,Mandatory Training Group,1,0
https://www.reed.co.uk/courses/comprehensive-jquery-javascript-bundle-online-training-course/255462#/courses/writing?pageno=85,Comprehensive jQuery &amp; JavaScript Bundle Online Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/level-6-graduate-diploma-in-business-administration-leading-to-masters-degree/195511#/courses/writing?pageno=183,Level 6 Graduate Diploma in Business Administration leading to Masters degree,"Admin, secretarial &amp; PA",1020,Cambridge Management and Leadership School Ltd,19,0
https://www.reed.co.uk/courses/practical-magic-intermediate-level/209432#/courses/writing?pageno=134,Practical Magic: Intermediate Level,Personal development,19,OfCourse,4,0
https://www.reed.co.uk/courses/connecting-with-your-spirit-guides-diploma-course/234926#/courses/writing?pageno=169,Connecting with your Spirit Guides Diploma Course,Health &amp; care_Alternative medicine,49,Centre of Excellence,2,0
https://www.reed.co.uk/courses/certified-information-systems-security-professional-cissp/180379#/courses/writing?pageno=171,Certified Information Systems Security Professional (CISSP),IT_IT security,149,StudyOnline247,1,0
https://www.reed.co.uk/courses/diploma-in-office-admin-and-receptionist-training--level-4-certification/245826#/courses/writing?pageno=25,Diploma in Office Admin and Receptionist Training – Level 4 Certification,"Admin, secretarial &amp; PA",119,Study365,2,0
https://www.reed.co.uk/courses/introduction-to-programming/238612#/courses/writing?pageno=79,Introduction to Programming,IT,1554,StayAhead Training,0,4
https://www.reed.co.uk/courses/spring-tutorials-spring-core/226437#/courses/writing?pageno=176,Spring Tutorials: Spring Core,IT_Coding_Java,157,Skill Success,0,0
https://www.reed.co.uk/courses/bookkeeping-payroll-and-hr-management-diploma/266903#/courses/writing?pageno=181,"Bookkeeping, Payroll and HR management Diploma",Accountancy_Bookkeeping,34,UK Professional Development Academy LTD,0,0
https://www.reed.co.uk/courses/introduction-to-mariadb-in-house-training/238340#/courses/writing?pageno=79,Introduction to MariaDB - In-house Training,IT_Database,,StayAhead Training,0,0
https://www.reed.co.uk/courses/60-minute-kotlin-quick-start-for-java-developers/261720#/courses/writing?pageno=85,60-Minute Kotlin Quick Start for Java Developers,IT_Development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/oracle-pl-sql-stored-program-units-in-house-training/238548#/courses/writing?pageno=64,Oracle PL/SQL Stored Program Units - In-house Training,IT_Database,,StayAhead Training,0,0
https://www.reed.co.uk/courses/certificate-in-acupressure-shortcuts-essentials/230500#/courses/writing?pageno=167,Certificate in Acupressure Shortcuts Essentials,Health &amp; care_Alternative medicine_Acupressure,39,Study365,0,0
https://www.reed.co.uk/courses/feature-writing--in-company-training/266325#/courses/writing?pageno=5,Feature Writing – In-company training,Management_Leadership &amp; management_Report Writing,1524,Content ETC,0,0
https://www.reed.co.uk/courses/business-administration-level-3/73068#/courses/writing?pageno=178,Business Administration Level 3,Business,225,Online Learning College,0,84
https://www.reed.co.uk/courses/level-2-certificate-in-fitness-instructing-gym-based-exerciserqf/249522#/courses/writing?pageno=117,Level 2 Certificate In Fitness Instructing (Gym-Based Exercise)(RQF),Fitness_Fitness instructor,499.99,World Pro Academy,0,0
https://www.reed.co.uk/courses/complete-ios-11-machine-learning-masterclass/260747#/courses/writing?pageno=180,Complete iOS 11 Machine Learning Masterclass,IT_Big data,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/coding-for-beginners-certificate--cpd-accredited/197376#/courses/writing?pageno=30,Coding for Beginners Certificate – CPD Accredited,IT,22,Be-a.co.uk,61,0
https://www.reed.co.uk/courses/certificate-in-administrative-office-procedures-online-cpd-accredited-training-course/246110#/courses/writing?pageno=109,Certificate in Administrative Office Procedures - Online CPD Accredited Training Course ,Personal development,49.99,Octrac consulting,0,0
https://www.reed.co.uk/courses/microsoft-excel-2010-intermediate/113698#/courses/writing?pageno=103,Microsoft Excel 2010 Intermediate,Office skills_Microsoft Office_Microsoft Excel,358.8,Hemsley Fraser,0,9
https://www.reed.co.uk/courses/measuring-results-from-training/219059#/courses/writing?pageno=53,Measuring Results from Training,Sales,16,Wappo Learning,0,0
https://www.reed.co.uk/courses/data-science-with-python-in-house-training/233606#/courses/writing?pageno=63,Data Science with Python - ‘In-house training’ ,IT_Database,,Pairview Training,0,0
https://www.reed.co.uk/courses/mastering-childrens-party-planning/221039#/courses/writing?pageno=160,Mastering Children’s Party Planning,Health &amp; care_Child care,59,Infinity Learning,0,0
https://www.reed.co.uk/courses/travel-photography-training-course/158794#/courses/writing?pageno=150,Travel Photography Training Course ,Personal development,12,Global Edulink,21,0
https://www.reed.co.uk/courses/certificate-in-administrative-office-procedures-online-cpd-training-certification/208970#/courses/writing?pageno=109,Certificate in Administrative Office Procedures - Online CPD Training &amp; Certification,"Admin, secretarial &amp; PA",10,LearnPac Systems,0,0
https://www.reed.co.uk/courses/easy-way-to-read-and-write-in-arabic/222317#/courses/writing?pageno=14,Easy Way To Read And Write In Arabic,Language_Arabic,157,Skill Success,3,0
https://www.reed.co.uk/courses/ethereum-developer-training-on-demand/258701#/courses/writing?pageno=44,Ethereum Developer Training On Demand,IT_Big data,225,European Institute of Management and Finance,0,0
https://www.reed.co.uk/courses/level-5-diploma-in-teaching-english-literacy-and-esol-standalone-rqf/213010#/courses/writing?pageno=117,Level 5 Diploma in Teaching English: Literacy and ESOL Standalone (RQF),Teaching_Education,499.99,World Pro Academy,1,0
https://www.reed.co.uk/courses/level-7-diploma-in-international-business-law/247264#/courses/writing?pageno=74,Level 7 Diploma in International Business Law,Law_Business law,950,London School of International Business,0,90
https://www.reed.co.uk/courses/json-course/191083#/courses/writing?pageno=82,JSON Course,IT_Coding_Java,157,Skill Success,1,0
https://www.reed.co.uk/courses/web-development-1-with-html-css-and-javascript-in-house-training/238495#/courses/writing?pageno=152,"Web Development 1 with HTML, CSS and JavaScript - In-house Training",IT,,StayAhead Training,0,4
https://www.reed.co.uk/courses/learn-vba-and-schedule-excel-1st-level/261406#/courses/writing?pageno=103,"Learn VBA and Schedule Excel, 1st Level",Office skills_Microsoft Office_Microsoft Excel,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/excel-vba-introduction-1-day-leading-to-cpd-certificate-onsite-in-company/228267#/courses/writing?pageno=123,Excel VBA Introduction (1 Day) leading to CPD Certificate - Onsite/In-Company,IT_Coding,297.6,Infero Training Ltd,0,0
https://www.reed.co.uk/courses/introduction-to-programming/259120#/courses/writing?pageno=101,Introduction To Programming,IT_Coding,29,Skill Success,2,0
https://www.reed.co.uk/courses/certificate-in-creating-mobile-apps-with-html5-online-course/190391#/courses/writing?pageno=147,Certificate in Creating Mobile Apps with HTML5 Online Course,IT_Computer_Computer science,299,Courses for Success,0,0
https://www.reed.co.uk/courses/prince2-foundation--free-pm-fundamentals-course-includes-access-to-our-pm-library/55980#/courses/writing?pageno=98,PRINCE2 Foundation + free PM Fundamentals course (Includes access to Our PM Library),IT_Project management,,ITonlinelearning,0,15
https://www.reed.co.uk/courses/blog-creation-management-certification/266913#/courses/writing?pageno=69,Blog Creation &amp; Management Certification,Business_Business management,89,Active Recruitment Ltd,0,0
https://www.reed.co.uk/courses/email-copywriting-strategy/190928#/courses/writing?pageno=47,Email Copywriting Strategy,Marketing_Advertising,29,Skill Success,1,0
https://www.reed.co.uk/courses/phonics-in-early-years-settings-cpd-accredited/259700#/courses/writing?pageno=29,Phonics in Early Years Settings -  CPD Accredited,Personal development,12,One Education,37,0
https://www.reed.co.uk/courses/computer-vision-with-python-3/200785#/courses/writing?pageno=65,Computer Vision with Python 3,IT_Coding_Python,35.98,Packt Publishing,0,0
https://www.reed.co.uk/courses/1-day-health-and-safety-in-construction-course-level-1-award--cscs-green-labourer-card/75155#/courses/writing?pageno=28,1-day Health and Safety in Construction Course Level 1 Award | CSCS Green Labourer Card,Construction,120,The Learning Station,0,"2,434"
https://www.reed.co.uk/courses/cmi-l3-award-in-first-line-management-dubai-4200/212137#/courses/writing?pageno=156,CMI L3 Award in First Line Management - Dubai - $4200,Management_Leadership &amp; management,4200,Results Driven Group,0,0
https://www.reed.co.uk/courses/for-groups-learn-to-touch-type-in-4-weeks-training-coaching-programme/264307#/courses/writing?pageno=21,For Groups - Learn to Touch Type in 4 weeks: Training &amp; Coaching Programme,"Admin, secretarial &amp; PA_Touch typing",450,Star Touch Training,0,0
https://www.reed.co.uk/courses/research-skills-course/197560#/courses/writing?pageno=27,Research Skills Course,Project management,10,CPD Courses,62,0
https://www.reed.co.uk/courses/early-years-level-3/68545#/courses/writing?pageno=163,Early Years Level 3,Teaching_Education,225,Online Learning College,0,237
https://www.reed.co.uk/courses/email-marketing-course/189653#/courses/writing?pageno=60,Email Marketing Course ,Marketing_Digital marketing,29,Skill Success,5,0
https://www.reed.co.uk/courses/julia-programming-language-online-training-course/249485#/courses/writing?pageno=66,Julia programming language online training course,IT_Development,57,Courses Distance Learning,0,0
https://www.reed.co.uk/courses/level-4-diploma-in-office-administration-and-pa-with-official-certification/239059#/courses/writing?pageno=63,Level 4 Diploma in Office Administration and PA with Official Certification,"Admin, secretarial &amp; PA",149,Global Edulink,3,0
https://www.reed.co.uk/courses/certificate-in-intermediate-word-2016-online-course/190533#/courses/writing?pageno=106,Certificate in Intermediate Word 2016 Online Course ,Office skills_Microsoft Office_Microsoft Word,299,Courses for Success,0,0
https://www.reed.co.uk/courses/scrum-developer-training/244271#/courses/writing?pageno=171,Scrum Developer Training,IT_Service Helpdesk &amp; Technical Support,300,Stone River eLearning,0,0
https://www.reed.co.uk/courses/become-an-assistant-accountant-02-months-work-placement-program/189807#/courses/writing?pageno=87,BECOME AN ASSISTANT ACCOUNTANT- 02 MONTHS WORK PLACEMENT PROGRAM,Accountancy_Bookkeeping,300,Training On Limited,0,39
https://www.reed.co.uk/courses/advanced-diploma-in-animal-care-and-business--level-3/233560#/courses/writing?pageno=184,Advanced Diploma in Animal Care and Business – Level 3,Animal care,29,Global Edulink,3,0
https://www.reed.co.uk/courses/hr-administrator-diploma/245413#/courses/writing?pageno=106,HR Administrator Diploma,HR_Management,36,UK Professional Development Academy LTD,5,0
https://www.reed.co.uk/courses/audit-of-medicines-in-social-care-settings-company-training/219016#/courses/writing?pageno=118,AUDIT OF MEDICINES IN SOCIAL CARE SETTINGS - Company Training ,Health &amp; care_Medicine,594,The Medication Training Company,0,0
https://www.reed.co.uk/courses/online-content-marketing-course--professionals-online-training/258619#/courses/writing?pageno=101,Online Content Marketing Course – Professionals Online Training,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/mapreduce-design-patterns-certification-training/199320#/courses/writing?pageno=51,MapReduce Design Patterns Certification Training,IT,69,Edureka,0,0
https://www.reed.co.uk/courses/learn-to-build-sql-query-ultimate-sql-and-database-concepts/260004#/courses/writing?pageno=54,Learn to Build SQL Query| Ultimate SQL and DataBase Concepts,IT_Coding_SQL,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/scrum-for-product-owners/77992#/courses/writing?pageno=148,Scrum for Product Owners,Office skills,199,GoSkills,18,0
https://www.reed.co.uk/courses/mongodb-training/248095#/courses/writing?pageno=36,MongoDB Training,IT_Database,,The Knowledge Academy,0,0
https://www.reed.co.uk/courses/how-to-get-the-most-from-your-meetings/231890#/courses/writing?pageno=150,How to Get the Most from Your Meetings  ,Project management,39,Study365,0,0
https://www.reed.co.uk/courses/complete-teaching-assistant-diploma-5-cpd-courses-in-1-ta-sen-autism-adhd-dyslexia/81934#/courses/writing?pageno=182,"Complete Teaching Assistant Diploma –5 CPD Courses in 1 (TA, SEN, Autism, ADHD &amp; Dyslexia)",Teaching_Education,99,Be-a.co.uk,886,0
https://www.reed.co.uk/courses/user-experience-design-and-testing-in-house-company-training/238145#/courses/writing?pageno=87,User Experience Design And Testing - In House Company Training,Business_Data analysis,,Imparture Limited,0,3
https://www.reed.co.uk/courses/scope-requirements/231559#/courses/writing?pageno=145,Scope Requirements,Project management,29,1 Training,0,0
https://www.reed.co.uk/courses/journalism-course/99264#/courses/writing?pageno=20,Journalism Course,Media studies,19,Oplex Careers,35,0
https://www.reed.co.uk/courses/haskell-programming-online-training-course/264096#/courses/writing?pageno=123,Haskell Programming online Training Course,IT,149,EduCBA,0,0
https://www.reed.co.uk/courses/mastering-reactive-javascript/198432#/courses/writing?pageno=92,Mastering Reactive JavaScript,IT_Coding_JavaScript,32.38,Packt Publishing,0,0
https://www.reed.co.uk/courses/oracle-sql-training/248094#/courses/writing?pageno=63,Oracle SQL Training,IT_Development,,The Knowledge Academy,0,3
https://www.reed.co.uk/courses/working-with-functions-in-c-program-training-course/258652#/courses/writing?pageno=36,Working with Functions in C Program Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/php-programming/238650#/courses/writing?pageno=47,PHP Programming,IT,1314,StayAhead Training,0,4
https://www.reed.co.uk/courses/scala-programming-masterclass-series-1--the-fundamentals/251481#/courses/writing?pageno=27,Scala Programming Masterclass (Series #1) – The Fundamentals,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/business-studies-diploma-level-4/226710#/courses/writing?pageno=170,Business Studies Diploma Level 4,Business,20,Oxford Home Study College,4,0
https://www.reed.co.uk/courses/ethereum--master-web3js-library/260350#/courses/writing?pageno=140,Ethereum : Master Web3js Library,IT_Coding_JavaScript,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/campus-placement-essentials-training/237659#/courses/writing?pageno=97,Campus Placement Essentials Training,Personal development,10,EduCBA,0,0
https://www.reed.co.uk/courses/become-an-assistant-accountant-02-month-on-job-training-work-experience/193183#/courses/writing?pageno=174,Become an Assistant Accountant (02 Month On job training &amp; Work Experience),Accountancy,600,SKILLS ON LIMITED,0,23
https://www.reed.co.uk/courses/time-management-for-freelancers/223504#/courses/writing?pageno=73,Time Management For Freelancers,Management_Time management,157,Skill Success,0,0
https://www.reed.co.uk/courses/learning-functional-data-structures-and-algorithms/200245#/courses/writing?pageno=45,Learning Functional Data Structures and Algorithms,IT_Coding,35.98,Packt Publishing,0,0
https://www.reed.co.uk/courses/event-management-entry-level/230764#/courses/writing?pageno=127,Event Management Entry Level ,Management_Event management,10,Oxford Home Study College,5,0
https://www.reed.co.uk/courses/crt05--email-etiquette-training-online/256742#/courses/writing?pageno=121,CRT:05 – Email Etiquette Training Online,Personal development,99,EduCBA,0,0
https://www.reed.co.uk/courses/java-web-services-xml-oracle-exam-preparation-online-training-course/227644#/courses/writing?pageno=103,Java Web Services &amp; XML (Oracle Exam Preparation) Online Training Course,IT_Coding_Java,19,Learning 247,0,0
https://www.reed.co.uk/courses/mos-excel-2010--exam-77-882-prep/254395#/courses/writing?pageno=138,MOS Excel 2010 – Exam 77-882 Prep,Business_Microsoft Office_Microsoft Excel,99,EduCBA,0,0
https://www.reed.co.uk/courses/writing-a-business-plan-e-book/256133#/courses/writing?pageno=16,Writing a Business Plan - e-Book,Management_Business management,19.99,Fellows Training Ltd,0,0
https://www.reed.co.uk/courses/event-management-foundation-certificate-level-2/230223#/courses/writing?pageno=180,Event Management Foundation Certificate Level 2,Management_Event management,25,Brentwood Open learning College,0,0
https://www.reed.co.uk/courses/get-your-raise-now/264747#/courses/writing?pageno=143,Get Your Raise Now!,Personal development_Career development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/certificate-in-creative-thinking-level-3/266450#/courses/writing?pageno=19,Certificate in Creative Thinking - Level 3,English_Creative writing,12,Study365,0,0
https://www.reed.co.uk/courses/diploma-in-business-writing-skills/220617#/courses/writing?pageno=10,Diploma in Business Writing Skills ,"Admin, secretarial &amp; PA",19,Infinity Learning,12,0
https://www.reed.co.uk/courses/idm-advanced-certificate-in-digital-copywriting-cert-dc/233550#/courses/writing?pageno=26,IDM Advanced Certificate in Digital Copywriting (Cert DC),Marketing,1284,The IDM,0,28
https://www.reed.co.uk/courses/react-native-projects-video/199636#/courses/writing?pageno=52,React Native Projects [Video],IT_Coding,73.18,Packt Publishing,0,0
https://www.reed.co.uk/courses/business-plan-writing-course-cpd-accredited/242661#/courses/writing?pageno=10,Business Plan Writing Course - CPD Accredited,Business,12,Course Gate,0,0
https://www.reed.co.uk/courses/creating-a-3d-top-down-survival-game-using-unreal-engine-40/241037#/courses/writing?pageno=65,Creating a 3D Top-Down Survival Game using Unreal Engine 4.0,IT,10,EduCBA,0,0
https://www.reed.co.uk/courses/introduction-to-data-science-with-python-simpliv/256634#/courses/writing?pageno=99,Introduction to Data Science with Python - Simpliv,IT_Development_Machine Learning,12.33,Simpliv LLC,0,0
https://www.reed.co.uk/courses/corona-sdk-make-games-in-corona-using-lua-language/241072#/courses/writing?pageno=171,CORONA SDK - Make Games in Corona using Lua Language,IT,99,EduCBA,1,0
https://www.reed.co.uk/courses/academic-proofreading/250890#/courses/writing?pageno=3,Academic Proofreading,English_Proofreading,50,Proofreading Academy,2,0
https://www.reed.co.uk/courses/music-theory-comprehensive-part-7-harmonization/206701#/courses/writing?pageno=61,Music Theory Comprehensive Part 7: Harmonization,Management_Music management,29,Skill Success,1,0
https://www.reed.co.uk/courses/cv-writing-skills-online-training-course--cpd-accredited/224167#/courses/writing?pageno=12,CV Writing Skills - Online Training Course – CPD Accredited,Business_Business development,10,Mandatory Compliance,4,0
https://www.reed.co.uk/courses/professional-consulting-the-art-of-proposal-writing-and-securing-engagements-simpliv/256680#/courses/writing?pageno=17,Professional Consulting - The Art of Proposal Writing and Securing Engagements - Simpliv,Project management,41.12,Simpliv LLC,0,0
https://www.reed.co.uk/courses/job-search-skills-trainer-course-training-materials--trainer-resources/229503#/courses/writing?pageno=167,Job Search Skills - Trainer Course &amp; Training Materials + Trainer Resources,"Admin, secretarial &amp; PA_Administration",350,LearnPac Systems,0,0
https://www.reed.co.uk/courses/certificate-in-writing-for-children-online-course/190878#/courses/writing?pageno=7,Certificate in Writing For Children Online Course,English_Creative writing,299,Courses for Success,1,0
https://www.reed.co.uk/courses/getting-started-with-banana-pro/261744#/courses/writing?pageno=122,Getting started with Banana Pro,IT,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/advanced-writing-skills-e-book/239774#/courses/writing?pageno=14,Advanced Writing Skills - e-Book,"Admin, secretarial &amp; PA",15,Dita Health and Social Care Consultancy Limited,1,0
https://www.reed.co.uk/courses/cassandra-developer-online-training-course/256344#/courses/writing?pageno=67,Cassandra Developer Online Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/communication-essentials/233376#/courses/writing?pageno=20,Communication Essentials ,Personal development_Communication,29,1 Training,8,0
https://www.reed.co.uk/courses/level-5-diploma-in-teaching-english-literacy-standalone/239432#/courses/writing?pageno=104,Level 5 Diploma in Teaching English: Literacy Standalone,English,500,Enhanced Limited,0,13
https://www.reed.co.uk/courses/successful-content-syndication-course/235680#/courses/writing?pageno=34,Successful Content Syndication Course,Business,157,Skill Success,0,0
https://www.reed.co.uk/courses/executive-pa-course/19614#/courses/writing?pageno=98,Executive PA Course ,"Admin, secretarial &amp; PA",799,Souters,0,323
https://www.reed.co.uk/courses/oracle-inventory/238583#/courses/writing?pageno=108,Oracle Inventory,IT_Database,1260,StayAhead Training,0,0
https://www.reed.co.uk/courses/school-administrator-training-cpd-accredited/233639#/courses/writing?pageno=41,School Administrator Training - CPD Accredited,Office skills,18,One Education,95,0
https://www.reed.co.uk/courses/filmmaking-write-direct-and-distribute-your-feature-film/221617#/courses/writing?pageno=12,"Filmmaking: Write, Direct And Distribute Your Feature Film",Media studies_Media production,157,Skill Success,19,0
https://www.reed.co.uk/courses/deep-dive-into-functional-javascript-video/198431#/courses/writing?pageno=31,Deep Dive into Functional JavaScript [Video],IT_Coding_JavaScript,123.58,Packt Publishing,0,0
https://www.reed.co.uk/courses/become-a-restaurant-manager-6-course-bundle-only-49/230738#/courses/writing?pageno=34,Become a Restaurant Manager - 6 Course Bundle - Only &#163;49,Management_Restaurant management,46,Janets,37,0
https://www.reed.co.uk/courses/creative-thinking-and-innovation/99348#/courses/writing?pageno=106,Creative Thinking and Innovation,Business_Business management,39,Churchill Square Training and Development,0,0
https://www.reed.co.uk/courses/certificate-in-project-management-online-cpd-accredited-training-course-certification/209205#/courses/writing?pageno=156,Certificate in Project Management - Online CPD Accredited Training Course &amp; Certification,Project management,10,LearnPac Systems,1,0
https://www.reed.co.uk/courses/certificate-in-differentiated-instruction-in-the-classroom-online-course/190399#/courses/writing?pageno=113,Certificate in Differentiated Instruction in the Classroom  Online Course,Teaching,299,Courses for Success,0,0
https://www.reed.co.uk/courses/become-a-junior-java-software-developer/221788#/courses/writing?pageno=84,Become A Junior Java Software Developer,IT_Coding_Java,157,Skill Success,18,0
https://www.reed.co.uk/courses/boost-c-application-development-cookbook-second-edition/200771#/courses/writing?pageno=94,Boost C++ Application Development Cookbook - Second Edition,IT_Coding_C++,39.58,Packt Publishing,0,0
https://www.reed.co.uk/courses/certificate-in-intermediate-oracle-online-course/190521#/courses/writing?pageno=147,Certificate in Intermediate Oracle Online Course ,IT,299,Courses for Success,1,0
https://www.reed.co.uk/courses/communication-skills-for-job-interviews-any-public-speaking-practical-exercise-simpliv/258840#/courses/writing?pageno=101,"Communication skills for job interviews, any public speaking, practical exercise - Simpliv",Personal development_Career development,16.34,Simpliv LLC,0,0
https://www.reed.co.uk/courses/drupal-6-javascript-and-jquery/198481#/courses/writing?pageno=51,Drupal 6 JavaScript and jQuery,IT_Coding_JavaScript,17.98,Packt Publishing,0,0
https://www.reed.co.uk/courses/accounting-course/199379#/courses/writing?pageno=42,Accounting Course,Accountancy_Accounting,10,CPD Courses,363,0
https://www.reed.co.uk/courses/aspnet-mvc/240002#/courses/writing?pageno=183,ASP.NET MVC,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/level-3-award-in-mathematics-for-numeracy-teaching-rqf/249529#/courses/writing?pageno=117,Level 3 Award In Mathematics For Numeracy Teaching (RQF),Maths,499.99,World Pro Academy,0,0
https://www.reed.co.uk/courses/high-impact-communication/203903#/courses/writing?pageno=80,High Impact Communication,Management_Leadership &amp; management,49,Career Match Training Ltd,0,0
https://www.reed.co.uk/courses/fundamental-analysis-project--6--comcast/253651#/courses/writing?pageno=84,Fundamental Analysis Project # 6 – Comcast,Finance,17,EduCBA,0,0
https://www.reed.co.uk/courses/academic-writing-essentials-university-writing-crash-course/260887#/courses/writing?pageno=6,Academic Writing Essentials: University Writing Crash Course,English,10,Simpliv LLC,1,0
https://www.reed.co.uk/courses/marketing-key-elements-of-business-proposals/204656#/courses/writing?pageno=41,Marketing Key Elements of Business Proposals ,Marketing,10,CPD Courses,2,0
https://www.reed.co.uk/courses/nebosh/99233#/courses/writing?pageno=122,NEBOSH,Health and safety,450,e-Careers,0,363
https://www.reed.co.uk/courses/office-pa-training-cpd-accredited/230254#/courses/writing?pageno=123,Office P.A. Training - CPD Accredited,"Admin, secretarial &amp; PA",14,Janets,3,0
https://www.reed.co.uk/courses/executive-pa-diploma-level-3-online-training-course/217204#/courses/writing?pageno=96,Executive PA Diploma (level 3) Online Training Course,"Admin, secretarial &amp; PA",39,Learning 247,12,0
https://www.reed.co.uk/courses/editor-scripting-in-unity--advanced-training-course/256360#/courses/writing?pageno=54,Editor Scripting in Unity – Advanced Training Course,Design,99,EduCBA,0,0
https://www.reed.co.uk/courses/diploma-in-business-communications-level-3/238075#/courses/writing?pageno=30,Diploma in Business Communications - Level 3 ,Business,12,1 Training,2,0
https://www.reed.co.uk/courses/mastering-creative-thinking-level-2/188409#/courses/writing?pageno=19,Mastering Creative Thinking - Level 2,Personal development,19,Global Edulink,2,0
https://www.reed.co.uk/courses/report-writing-inhouse-training/251026#/courses/writing?pageno=10,Report Writing Inhouse Training,"Admin, secretarial &amp; PA_Minute taking",538.8,Activia Training,0,0
https://www.reed.co.uk/courses/apache-spark-fundamentals/239628#/courses/writing?pageno=64,Apache Spark Fundamentals,IT_Development,10,EduCBA,0,0
https://www.reed.co.uk/courses/music-theory-for-electronic-musicians-2-minor-keys-and-more/199740#/courses/writing?pageno=29,Music Theory For Electronic Musicians 2: Minor Keys And More,Media studies_Music management,29,Skill Success,1,0
https://www.reed.co.uk/courses/level-3-diploma-in-business-management-with-official-certification/238980#/courses/writing?pageno=152,Level 3 Diploma in Business Management with Official Certification,Business_Business administration,129,Global Edulink,4,0
https://www.reed.co.uk/courses/travel-and-tourism/198036#/courses/writing?pageno=153,Travel and Tourism ,Management_Tourism management,27,CPD Courses,3,0
https://www.reed.co.uk/courses/life-learning-bundle/227570#/courses/writing?pageno=162,Life Learning Bundle ,Personal development,119,Global Edulink,0,0
